mA/VL,ci,qi,K,n,c0
1.70,5.430,70.588,0,0,5.55
7.00,5.050,71.429,14,0.2
12.00,4.840,59.167,45,0.2
16.70,4.830,43.114
22.00,4.470,49.091
26.70,4.310,46.442
31.30,4.060,47.604
41.30,3.710,42.494
57.00,3.320,39.123
67.00,3.170,35.522
84.00,2.900,31.548
135.30,2.260,24.316
186.30,1.890,18.273
266.30,1.640,14.683
500.70,0.970,9.147
835.30,0.800,5.687
1169.0,0.810,4.055
